sep=;
"9/9/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/9/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/8/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/8/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/8/2019 6:21:00 AM";"Connected Services";"Error";"176081";"Missing scheduled backup";"The backup scheduled at 9/8/2019 6:21:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/7/2019 11:47:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 15 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/7/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/7/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/6/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/6/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/5/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/5/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/4/2019 11:47:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 12 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/4/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/4/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/3/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/3/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/2/2019 11:47:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 10 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/2/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/2/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/1/2019 11:36:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 9 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/1/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/1/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/1/2019 6:21:00 AM";"Connected Services";"Error";"176081";"Missing scheduled backup";"The backup scheduled at 9/1/2019 6:21:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/31/2019 11:47:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 8 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/31/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/31/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/31/2019 12:09:00 AM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 7 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/30/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/30/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/29/2019 11:48:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 6 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/29/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/29/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/28/2019 11:47:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 5 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/28/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/28/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/27/2019 11:36:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 4 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/27/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/27/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/26/2019 11:35:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 3 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/26/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/26/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/25/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/25/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/25/2019 6:21:00 AM";"Connected Services";"Error";"176081";"Missing scheduled backup";"The backup scheduled at 8/25/2019 6:21:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/24/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/24/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/23/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/23/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/21/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/21/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/20/2019 11:54:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 12 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/20/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/20/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/19/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/19/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/18/2019 11:52:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 10 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/18/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/18/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/18/2019 6:21:00 AM";"Connected Services";"Error";"176081";"Missing scheduled backup";"The backup scheduled at 8/18/2019 6:21:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/17/2019 11:52:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 9 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/17/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/17/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/16/2019 11:55:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 8 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/16/2019 10:16:00 PM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 8/16/2019 10:16:00 PM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"8/15/2019 11:50:00 PM";"Connected Services";"Warning";"176079";"No communication with service box/CSE";"There has not been any communication between the service box/CSE and the server within the last 7 days.";"1) The service box/CSE might be powered off.2) The service box/CSE might suffer from communication problems.";"1) Check service box power.2) Check service box/CSE communication.3) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
